Date,City,Value,,
2024-10-01,Kalutara,163,,
2024-11-01,Kalutara,144,,
2024-12-01,Kalutara,158,,
2025-01-01,Kandy,304,,
2025-01-01,Matale,139,,
2025-01-01,N eliya,9,,
2025-01-01,Ampara,12,,
2025-01-01,Batticaloa,278,,
2025-01-01,Kalmunai,67,,
2025-01-01,Trincomalee,112,,
2025-01-01,Anuradhapura,88,,
2025-01-01,Polonnaruwa,35,,
2025-01-01,Kurunegala,99,,
2025-01-01,Puttalam,95,,
2025-01-01,Jaffna,198,,
2025-01-01,Kilinochchi,12,,
2025-01-01,Mannar,47,,
2025-01-01,Mullaitivu,2,,
2025-01-01,Vavuniya,4,,
2025-01-01,Kegalle,140,,
2025-01-01,Rathnapura,272,,
2025-01-01,Galle,320,,
2025-01-01,Hambantota,135,,
2025-01-01,Matara,186,,
2025-01-01,Badulla,105,,
2025-01-01,Moneragala,91,,
2025-01-01,Colombo,1267,,
2025-01-01,Gampaha,761,,
2025-01-01,Kalutara,191,,
2025-02-01,Kandy,257,,
2025-02-01,Matale,116,,
2025-02-01,N eliya,11,,
2025-02-01,Ampara,11,,
2025-02-01,Batticaloa,309,,
2025-02-01,Kalmunai,48,,
2025-02-01,Trincomalee,126,,
2025-02-01,Anuradhapura,55,,
2025-02-01,Polonnaruwa,24,,
2025-02-01,Kurunegala,79,,
2025-02-01,Puttalam,101,,
2025-02-01,Jaffna,114,,
2025-02-01,Kilinochchi,5,,
2025-02-01,Mannar,14,,
2025-02-01,Mullaitivu,1,,
2025-02-01,Vavuniya,1,,
2025-02-01,Kegalle,101,,
2025-02-01,Rathnapura,159,,
2025-02-01,Galle,173,,
2025-02-01,Hambantota,54,,
2025-02-01,Matara,155,,
2025-02-01,Badulla,50,,
2025-02-01,Moneragala,47,,
2025-02-01,Colombo,992,,
2025-02-01,Gampaha,532,,
2025-02-01,Kalutara,145,,
2025-03-01,Kandy,233,,
2025-03-01,Matale,107,,
2025-03-01,N eliya,26,,
2025-03-01,Ampara,10,,
2025-03-01,Batticaloa,176,,
2025-03-01,Kalmunai,49,,
2025-03-01,Trincomalee,111,,
2025-03-01,Anuradhapura,39,,
2025-03-01,Polonnaruwa,22,,
2025-03-01,Kurunegala,73,,
2025-03-01,Puttalam,66,,
2025-03-01,Jaffna,65,,
2025-03-01,Kilinochchi,6,,
2025-03-01,Mannar,8,,
2025-03-01,Mullaitivu,2,,
2025-03-01,Vavuniya,6,,
2025-03-01,Kegalle,95,,
2025-03-01,Rathnapura,248,,
2025-03-01,Galle,155,,
2025-03-01,Hambantota,62,,
2025-03-01,Matara,170,,
2025-03-01,Badulla,46,,
2025-03-01,Moneragala,67,,
2025-03-01,Colombo,1182,,
2025-03-01,Gampaha,586,,
2025-03-01,Kalutara,169,,
2025-04-01,Kandy,258,,
2025-04-01,Matale,157,,
2025-04-01,N eliya,11,,
2025-04-01,Ampara,19,,
2025-04-01,Batticaloa,338,,
2025-04-01,Kalmunai,49,,
2025-04-01,Trincomalee,181,,
2025-04-01,Anuradhapura,30,,
2025-04-01,Polonnaruwa,32,,
2025-04-01,Kurunegala,122,,
2025-04-01,Puttalam,47,,
2025-04-01,Jaffna,64,,
2025-04-01,Kilinochchi,7,,
2025-04-01,Mannar,5,,
2025-04-01,Mullaitivu,2,,
2025-04-01,Vavuniya,8,,
2025-04-01,Kegalle,110,,
2025-04-01,Rathnapura,1019,,
2025-04-01,Galle,160,,
2025-04-01,Hambantota,72,,
2025-04-01,Matara,138,,
2025-04-01,Badulla,52,,
2025-04-01,Moneragala,121,,
2025-04-01,Colombo,1262,,
2025-04-01,Gampaha,715,,
2025-04-01,Kalutara,204,,
2025-05-01,Kandy,449,,
2025-05-01,Matale,74,,
2025-05-01,N eliya,21,,
2025-05-01,Ampara,24,,
2025-05-01,Batticaloa,263,,
2025-05-01,Kalmunai,52,,
2025-05-01,Trincomalee,181,,
2025-05-01,Anuradhapura,42,,
2025-05-01,Polonnaruwa,41,,
2025-05-01,Kurunegala,187,,
2025-05-01,Puttalam,52,,
2025-05-01,Jaffna,65,,
2025-05-01,Kilinochchi,11,,
2025-05-01,Mannar,15,,
2025-05-01,Mullaitivu,1,,
2025-05-01,Vavuniya,3,,
2025-05-01,Kegalle,197,,
2025-05-01,Rathnapura,1107,,
2025-05-01,Galle,233,,
2025-05-01,Hambantota,72,,
2025-05-01,Matara,108,,
2025-05-01,Badulla,74,,
2025-05-01,Moneragala,83,,
2025-05-01,Colombo,1578,,
2025-05-01,Gampaha,895,,
2025-05-01,Kalutara,223,,
2025-06-01,Kandy,650,,
2025-06-01,Matale,59,,
2025-06-01,N eliya,39,,
2025-06-01,Ampara,16,,
2025-06-01,Batticaloa,149,,
2025-06-01,Kalmunai,31,,
2025-06-01,Trincomalee,78,,
2025-06-01,Anuradhapura,45,,
2025-06-01,Polonnaruwa,49,,
2025-06-01,Kurunegala,248,,
2025-06-01,Puttalam,43,,
2025-06-01,Jaffna,152,,
2025-06-01,Kilinochchi,7,,
2025-06-01,Mannar,13,,
2025-06-01,Mullaitivu,7,,
2025-06-01,Vavuniya,6,,
2025-06-01,Kegalle,193,,
2025-06-01,Rathnapura,568,,
2025-06-01,Galle,239,,
2025-06-01,Hambantota,97,,
2025-06-01,Matara,204,,
2025-06-01,Badulla,98,,
2025-06-01,Moneragala,115,,
2025-06-01,Colombo,1228,,
2025-06-01,Gampaha,862,,
2025-06-01,Kalutara,277,,
2025-07-01,Kandy,641,,
2025-07-01,Matale,62,,
2025-07-01,N eliya,61,,
2025-07-01,Ampara,23,,
2025-07-01,Batticaloa,55,,
2025-07-01,Kalmunai,33,,
2025-07-01,Trincomalee,41,,
2025-07-01,Anuradhapura,60,,
2025-07-01,Polonnaruwa,36,,
2025-07-01,Kurunegala,234,,
2025-07-01,Puttalam,69,,
2025-07-01,Jaffna,113,,
2025-07-01,Kilinochchi,5,,
2025-07-01,Mannar,10,,
2025-07-01,Mullaitivu,2,,
2025-07-01,Vavuniya,4,,
2025-07-01,Kegalle,139,,
2025-07-01,Rathnapura,425,,
2025-07-01,Galle,237,,
2025-07-01,Hambantota,135,,
2025-07-01,Matara,164,,
2025-07-01,Badulla,84,,
2025-07-01,Moneragala,80,,
2025-07-01,Colombo,1169,,
2025-07-01,Gampaha,732,,
2025-07-01,Kalutara,233,,
2025-08-01,Kandy,402,,
2025-08-01,Matale,79,,
2025-08-01,N eliya,24,,
2025-08-01,Ampara,6,,
2025-08-01,Batticaloa,35,,
2025-08-01,Kalmunai,16,,
2025-08-01,Trincomalee,11,,
2025-08-01,Anuradhapura,30,,
2025-08-01,Polonnaruwa,34,,
2025-08-01,Kurunegala,94,,
2025-08-01,Puttalam,45,,
2025-08-01,Jaffna,43,,
2025-08-01,Kilinochchi,5,,
2025-08-01,Mannar,7,,
2025-08-01,Mullaitivu,1,,
2025-08-01,Vavuniya,5,,
2025-08-01,Kegalle,95,,
2025-08-01,Rathnapura,296,,
2025-08-01,Galle,173,,
2025-08-01,Hambantota,60,,
2025-08-01,Matara,101,,
2025-08-01,Badulla,58,,
2025-08-01,Moneragala,56,,
2025-08-01,Colombo,545,,
2025-08-01,Gampaha,367,,
2025-08-01,Kalutara,157,,
2025-09-01,Kandy,269,,
2025-09-01,Matale,106,,
2025-09-01,N eliya,18,,
2025-09-01,Ampara,16,,
2025-09-01,Batticaloa,41,,
2025-09-01,Kalmunai,26,,
2025-09-01,Trincomalee,25,,
2025-09-01,Anuradhapura,15,,
2025-09-01,Polonnaruwa,18,,
2025-09-01,Kurunegala,54,,
2025-09-01,Puttalam,26,,
2025-09-01,Jaffna,50,,
2025-09-01,Kilinochchi,5,,
2025-09-01,Mannar,10,,
2025-09-01,Mullaitivu,2,,
2025-09-01,Vavuniya,1,,
2025-09-01,Kegalle,70,,
2025-09-01,Rathnapura,284,,
2025-09-01,Galle,133,,
2025-09-01,Hambantota,48,,
2025-09-01,Matara,65,,
2025-09-01,Badulla,48,,
2025-09-01,Moneragala,42,,
2025-09-01,Colombo,585,,
2025-09-01,Gampaha,319,,
2025-09-01,Kalutara,126,,
2025-10-01,Kandy,42,,
2025-10-01,Matale,24,,
2025-10-01,N eliya,11,,
2025-10-01,Ampara,4,,
2025-10-01,Batticaloa,21,,
2025-10-01,Kalmunai,15,,
2025-10-01,Trincomalee,4,,
2025-10-01,Anuradhapura,5,,
2025-10-01,Polonnaruwa,5,,
2025-10-01,Kurunegala,15,,
2025-10-01,Puttalam,5,,
2025-10-01,Jaffna,21,,
2025-10-01,Kilinochchi,3,,
2025-10-01,Mannar,0,,
2025-10-01,Mullaitivu,1,,
2025-10-01,Vavuniya,4,,
2025-10-01,Kegalle,21,,
2025-10-01,Rathnapura,65,,
2025-10-01,Galle,37,,
2025-10-01,Hambantota,5,,
2025-10-01,Matara,18,,
2025-10-01,Badulla,8,,
2025-10-01,Moneragala,9,,
2025-10-01,Colombo,188,,
2025-10-01,Gampaha,115,,
2025-10-01,Kalutara,33,,
2025-11-01,Kandy,0,,
2025-11-01,Matale,0,,
2025-11-01,N eliya,0,,
2025-11-01,Ampara,0,,
2025-11-01,Batticaloa,0,,
2025-11-01,Kalmunai,0,,
2025-11-01,Trincomalee,0,,
2025-11-01,Anuradhapura,0,,
2025-11-01,Polonnaruwa,0,,
2025-11-01,Kurunegala,0,,
2025-11-01,Puttalam,0,,
2025-11-01,Jaffna,0,,
2025-11-01,Kilinochchi,0,,
2025-11-01,Mannar,0,,
2025-11-01,Mullaitivu,0,,
2025-11-01,Vavuniya,0,,
2025-11-01,Kegalle,0,,
2025-11-01,Rathnapura,0,,
2025-11-01,Galle,0,,
2025-11-01,Hambantota,0,,
2025-11-01,Matara,0,,
2025-11-01,Badulla,0,,
2025-11-01,Moneragala,0,,
2025-11-01,Colombo,0,,
2025-11-01,Gampaha,0,,
2025-11-01,Kalutara,0,,
2025-12-01,Kandy,0,,
2025-12-01,Matale,0,,
2025-12-01,N eliya,0,,
2025-12-01,Ampara,0,,
2025-12-01,Batticaloa,0,,
2025-12-01,Kalmunai,0,,
2025-12-01,Trincomalee,0,,
2025-12-01,Anuradhapura,0,,
2025-12-01,Polonnaruwa,0,,
2025-12-01,Kurunegala,0,,
2025-12-01,Puttalam,0,,
2025-12-01,Jaffna,0,,
2025-12-01,Kilinochchi,0,,
2025-12-01,Mannar,0,,
2025-12-01,Mullaitivu,0,,
2025-12-01,Vavuniya,0,,
2025-12-01,Kegalle,0,,
2025-12-01,Rathnapura,0,,
2025-12-01,Galle,0,,
2025-12-01,Hambantota,0,,
2025-12-01,Matara,0,,
2025-12-01,Badulla,0,,
2025-12-01,Moneragala,0,,
2025-12-01,Colombo,0,,
2025-12-01,Gampaha,0,,
2025-12-01,Kalutara,0,,
